#Organism/Name,Strain,CladeID,BioSample,BioProject,Group,SubGroup,Assembly,Size (Mb),GC%,Replicons,WGS,Scaffolds,Genes,Proteins,Release Date,Modify Date,Level,RefSeq FTP,GenBank FTP
"Listeria monocytogenes","BCW_4789",20017,SAMN03358328 ,PRJNA203445,"Terrabacteria group","Firmicutes",GCA_001828215.1 ,2.88426,37.9,-,MJSF01,8,2938,2840,2016/09/29,2017/03/01,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/828/215/GCF_001828215.1_ASM182821v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/828/215/GCA_001828215.1_ASM182821v1
"Listeria monocytogenes","BCW_4790",20017,SAMN03358329 ,PRJNA203445,"Terrabacteria group","Firmicutes",GCA_001828235.1 ,3.00853,38,-,MJSG01,26,3059,2973,2016/09/29,2017/03/01,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/828/235/GCF_001828235.1_ASM182823v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/828/235/GCA_001828235.1_ASM182823v1
"Listeria monocytogenes","SHL12-2",20017,SAMN04441844 ,PRJNA309902,"Terrabacteria group","Firmicutes",GCA_002000265.1 ,3.03854,37.9,-,LRTW01,11,3107,3022,2017/02/15,2017/03/02,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/000/265/GCF_002000265.1_ASM200026v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/000/265/GCA_002000265.1_ASM200026v1
"Listeria monocytogenes","SHL12-22",20017,SAMN04441845 ,PRJNA309903,"Terrabacteria group","Firmicutes",GCA_002000285.1 ,3.01573,37.8,-,LRTX01,14,3087,2995,2017/02/15,2017/03/02,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/000/285/GCF_002000285.1_ASM200028v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/000/285/GCA_002000285.1_ASM200028v1
"Listeria monocytogenes","SHL13-12",20017,SAMN04441865 ,PRJNA309905,"Terrabacteria group","Firmicutes",GCA_002000295.1 ,2.98676,38,-,LRTY01,14,3015,2935,2017/02/15,2017/03/02,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/000/295/GCF_002000295.1_ASM200029v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/000/295/GCA_002000295.1_ASM200029v1
"Listeria monocytogenes","LMO-020",20017,SAMN05868142 ,PRJNA345525,"Terrabacteria group","Firmicutes",GCA_002019485.1 ,2.97122,37.9,-,MKXC01,18,3036,2936,2017/03/06,2017/03/08,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/019/485/GCF_002019485.1_ASM201948v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/019/485/GCA_002019485.1_ASM201948v1
"Listeria monocytogenes","PNUSAL001135",20017,SAMN03253341 ,PRJNA302599,"Terrabacteria group","Firmicutes",GCA_002131885.1 ,2.90895,37.9,-,MTDL01,36,2947,2844,2017/05/11,2017/05/23,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/131/885/GCF_002131885.1_ASM213188v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/131/885/GCA_002131885.1_ASM213188v1
"Listeria monocytogenes","PNUSAL000441",20017,SAMN02429381 ,PRJNA302599,"Terrabacteria group","Firmicutes",GCA_002131895.1 ,2.9119,37.9,-,MTDK01,23,2947,2851,2017/05/11,2017/05/24,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/131/895/GCF_002131895.1_ASM213189v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/131/895/GCA_002131895.1_ASM213189v1
"Listeria monocytogenes CFSAN002349","CFSAN002349",20017,SAMN01939119 ,PRJNA302599,"Terrabacteria group","Firmicutes",GCA_002131925.1 ,2.9107,37.9,-,MTHA01,17,2947,2851,2017/05/11,2017/05/23,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/131/925/GCF_002131925.1_ASM213192v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/131/925/GCA_002131925.1_ASM213192v1
"Listeria monocytogenes","FDA00008761",20017,SAMN03299421 ,PRJNA302599,"Terrabacteria group","Firmicutes",GCA_002131935.1 ,2.95173,37.8,-,MTCL01,22,3013,2914,2017/05/11,2017/05/24,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/131/935/GCF_002131935.1_ASM213193v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/131/935/GCA_002131935.1_ASM213193v1
"Listeria monocytogenes","MOD1_LS1006",20017,SAMN02990455 ,PRJNA302599,"Terrabacteria group","Firmicutes",GCA_002131965.1 ,2.9099,37.9,-,MTFL01,16,2950,2854,2017/05/11,2017/05/23,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/131/965/GCF_002131965.1_LS1006.fasta,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/131/965/GCA_002131965.1_LS1006.fasta
"Listeria monocytogenes","MOD1_LS982",20017,SAMN02991375 ,PRJNA302599,"Terrabacteria group","Firmicutes",GCA_002131975.1 ,2.90979,37.9,-,MTFM01,13,2942,2848,2017/05/11,2017/05/23,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/131/975/GCF_002131975.1_LS982.fasta,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/131/975/GCA_002131975.1_LS982.fasta
"Listeria monocytogenes","MOD1_LS1003",20017,SAMN02991389 ,PRJNA302599,"Terrabacteria group","Firmicutes",GCA_002132005.1 ,2.90973,37.9,-,MTFJ01,14,2948,2851,2017/05/11,2017/05/23,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/132/005/GCF_002132005.1_LS1003.fasta,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/132/005/GCA_002132005.1_LS1003.fasta
"Listeria monocytogenes","MOD1_LS1011",20017,SAMN02991394 ,PRJNA302599,"Terrabacteria group","Firmicutes",GCA_002132025.1 ,2.90975,37.9,-,MTFK01,17,2954,2850,2017/05/11,2017/05/23,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/132/025/GCF_002132025.1_LS1011.fasta,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/132/025/GCA_002132025.1_LS1011.fasta
"Listeria monocytogenes","MOD1_LS991",20017,SAMN02990451 ,PRJNA302599,"Terrabacteria group","Firmicutes",GCA_002132045.1 ,2.91024,37.9,-,MTDI01,16,2947,2850,2017/05/11,2017/05/23,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/132/045/GCF_002132045.1_ASM213204v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/132/045/GCA_002132045.1_ASM213204v1
"Listeria monocytogenes","NRRL B-33590",20017,SAMN03277690 ,PRJNA302599,"Terrabacteria group","Firmicutes",GCA_002132055.1 ,2.90849,37.9,-,MTFR01,30,2938,2846,2017/05/11,2017/05/23,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/132/055/GCF_002132055.1_ASM213205v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/132/055/GCA_002132055.1_ASM213205v1
"Listeria monocytogenes","MOD1_LS999",20017,SAMN02990453 ,PRJNA302599,"Terrabacteria group","Firmicutes",GCA_002132095.1 ,2.91031,37.9,-,MTDH01,14,2947,2852,2017/05/11,2017/05/24,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/132/095/GCF_002132095.1_ASM213209v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/132/095/GCA_002132095.1_ASM213209v1
"Listeria monocytogenes","MOD1_LS1002",20017,SAMN02991388 ,PRJNA302599,"Terrabacteria group","Firmicutes",GCA_002132125.1 ,2.91202,37.9,-,MTDE01,14,2947,2851,2017/05/11,2017/05/23,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/132/125/GCF_002132125.1_ASM213212v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/132/125/GCA_002132125.1_ASM213212v1
"Listeria monocytogenes","MOD1_LS998",20017,SAMN02991385 ,PRJNA302599,"Terrabacteria group","Firmicutes",GCA_002132135.1 ,2.91079,37.9,-,MTFP01,13,2951,2851,2017/05/11,2017/05/23,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/132/135/GCF_002132135.1_LS998.fasta,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/132/135/GCA_002132135.1_LS998.fasta
"Listeria monocytogenes","MOD1_LS989",20017,SAMN02991378 ,PRJNA302599,"Terrabacteria group","Firmicutes",GCA_002132185.1 ,2.91107,37.9,-,MTFG01,14,2946,2850,2017/05/11,2017/05/23,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/132/185/GCF_002132185.1_LS989.fasta,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/132/185/GCA_002132185.1_LS989.fasta
"Listeria monocytogenes","MOD1_LS985",20017,SAMN02991377 ,PRJNA302599,"Terrabacteria group","Firmicutes",GCA_002132195.1 ,2.91636,37.9,-,MTFI01,16,2958,2856,2017/05/11,2017/05/23,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/132/195/GCF_002132195.1_LS985.fasta,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/132/195/GCA_002132195.1_LS985.fasta
"Listeria monocytogenes","PNUSAL000904",20017,SAMN03013659 ,PRJNA302599,"Terrabacteria group","Firmicutes",GCA_002132205.1 ,3.03569,37.8,-,MTDN01,18,3134,3042,2017/05/11,2017/05/23,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/132/205/GCF_002132205.1_ASM213220v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/132/205/GCA_002132205.1_ASM213220v1
"Listeria monocytogenes","PNUSAL001188",20017,SAMN03253388 ,PRJNA302599,"Terrabacteria group","Firmicutes",GCA_002132245.1 ,2.95126,37.9,-,MTDV01,15,3022,2933,2017/05/11,2017/05/23,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/132/245/GCF_002132245.1_ASM213224v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/132/245/GCA_002132245.1_ASM213224v1
"Listeria monocytogenes","PNUSAL001195",20017,SAMN03253395 ,PRJNA302599,"Terrabacteria group","Firmicutes",GCA_002132255.1 ,2.90694,37.9,-,MTDW01,20,2944,2844,2017/05/11,2017/05/23,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/132/255/GCF_002132255.1_ASM213225v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/132/255/GCA_002132255.1_ASM213225v1
"Listeria monocytogenes","PNUSAL000982",20017,SAMN03067789 ,PRJNA302599,"Terrabacteria group","Firmicutes",GCA_002132265.1 ,2.99648,37.8,-,MTDP01,19,3079,2986,2017/05/11,2017/05/23,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/132/265/GCF_002132265.1_ASM213226v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/132/265/GCA_002132265.1_ASM213226v1
"Listeria monocytogenes","MOD1_LS979",20017,SAMN02990445 ,PRJNA302599,"Terrabacteria group","Firmicutes",GCA_002132305.1 ,2.9111,37.9,-,MTDJ01,13,2954,2852,2017/05/11,2017/05/23,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/132/305/GCF_002132305.1_ASM213230v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/132/305/GCA_002132305.1_ASM213230v1
"Listeria monocytogenes","MOD1_LS992",20017,SAMN02990452 ,PRJNA302599,"Terrabacteria group","Firmicutes",GCA_002132335.1 ,2.9102,37.9,-,MTDM01,14,2949,2846,2017/05/11,2017/05/23,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/132/335/GCF_002132335.1_ASM213233v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/132/335/GCA_002132335.1_ASM213233v1
"Listeria monocytogenes","FDA00008760",20017,SAMN03299420 ,PRJNA302599,"Terrabacteria group","Firmicutes",GCA_002132365.1 ,2.95379,37.8,-,MTFA01,21,3012,2916,2017/05/11,2017/05/23,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/132/365/GCF_002132365.1_ASM213236v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/132/365/GCA_002132365.1_ASM213236v1
"Listeria monocytogenes","MOD1_LS1010",20017,SAMN02990456 ,PRJNA302599,"Terrabacteria group","Firmicutes",GCA_002132385.1 ,2.91049,37.9,-,MTFN01,13,2950,2852,2017/05/11,2017/05/23,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/132/385/GCF_002132385.1_LS1010.fasta,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/132/385/GCA_002132385.1_LS1010.fasta
"Listeria monocytogenes","MOD1_LS1005",20017,SAMN02991390 ,PRJNA302599,"Terrabacteria group","Firmicutes",GCA_002132435.1 ,2.91402,37.9,-,MTFH01,15,2951,2853,2017/05/11,2017/05/23,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/132/435/GCF_002132435.1_LS1005.fasta,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/132/435/GCA_002132435.1_LS1005.fasta
"Listeria monocytogenes","PNUSAL000972",20017,SAMN03067780 ,PRJNA302599,"Terrabacteria group","Firmicutes",GCA_002132465.1 ,2.95723,37.8,-,MTDO01,19,3013,2922,2017/05/11,2017/05/23,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/132/465/GCF_002132465.1_ASM213246v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/132/465/GCA_002132465.1_ASM213246v1
"Listeria monocytogenes","PNUSAL001151",20017,SAMN03253354 ,PRJNA302599,"Terrabacteria group","Firmicutes",GCA_002132475.1 ,2.90818,37.9,-,MTDQ01,23,2940,2847,2017/05/11,2017/05/23,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/132/475/GCF_002132475.1_ASM213247v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/132/475/GCA_002132475.1_ASM213247v1
"Listeria monocytogenes","PNUSAL001180",20017,SAMN03253380 ,PRJNA302599,"Terrabacteria group","Firmicutes",GCA_002132505.1 ,2.94586,37.9,-,MTDS01,14,3011,2927,2017/05/11,2017/05/23,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/132/505/GCF_002132505.1_ASM213250v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/132/505/GCA_002132505.1_ASM213250v1
"Listeria monocytogenes","PNUSAL001177",20017,SAMN03253377 ,PRJNA302599,"Terrabacteria group","Firmicutes",GCA_002132515.1 ,2.90906,38,-,MTDR01,17,2958,2871,2017/05/11,2017/05/23,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/132/515/GCF_002132515.1_ASM213251v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/132/515/GCA_002132515.1_ASM213251v1
"Listeria monocytogenes","PNUSAL001186",20017,SAMN03253386 ,PRJNA302599,"Terrabacteria group","Firmicutes",GCA_002132545.1 ,2.90853,37.9,-,MTDU01,29,2937,2844,2017/05/11,2017/05/23,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/132/545/GCF_002132545.1_ASM213254v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/132/545/GCA_002132545.1_ASM213254v1
"Listeria monocytogenes","PNUSAL001182",20017,SAMN03253382 ,PRJNA302599,"Terrabacteria group","Firmicutes",GCA_002132565.1 ,2.94985,37.9,-,MTDT01,14,3020,2934,2017/05/11,2017/05/23,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/132/565/GCF_002132565.1_ASM213256v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/132/565/GCA_002132565.1_ASM213256v1
"Listeria monocytogenes","PNUSAL001411",20017,SAMN03567988 ,PRJNA302599,"Terrabacteria group","Firmicutes",GCA_002132585.1 ,2.90243,37.9,-,MTFC01,22,2941,2841,2017/05/11,2017/05/23,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/132/585/GCF_002132585.1_ASM213258v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/132/585/GCA_002132585.1_ASM213258v1
"Listeria monocytogenes","PNUSAL001598",20017,SAMN03976210 ,PRJNA302599,"Terrabacteria group","Firmicutes",GCA_002132645.1 ,2.88467,37.9,-,MTQQ01,36,2915,2811,2017/05/11,2017/05/23,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/132/645/GCF_002132645.1_ASM213264v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/132/645/GCA_002132645.1_ASM213264v1
"Listeria monocytogenes","PNUSAL001602",20017,SAMN03976214 ,PRJNA302599,"Terrabacteria group","Firmicutes",GCA_002132655.1 ,2.93502,37.9,-,MTQR01,25,2989,2887,2017/05/11,2017/05/23,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/132/655/GCF_002132655.1_ASM213265v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/132/655/GCA_002132655.1_ASM213265v1
"Listeria monocytogenes","PNUSAL001751",20017,SAMN04102322 ,PRJNA302599,"Terrabacteria group","Firmicutes",GCA_002132685.1 ,2.88872,37.9,-,MTQT01,33,2921,2822,2017/05/11,2017/05/23,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/132/685/GCF_002132685.1_ASM213268v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/132/685/GCA_002132685.1_ASM213268v1
"Listeria monocytogenes","FDA00008759",20017,SAMN03299419 ,PRJNA302599,"Terrabacteria group","Firmicutes",GCA_002132705.1 ,2.95182,37.9,-,MTJK01,23,3009,2914,2017/05/11,2017/05/23,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/132/705/GCF_002132705.1_ASM213270v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/132/705/GCA_002132705.1_ASM213270v1
"Listeria monocytogenes","PNUSAL000113",20017,SAMN02317151 ,PRJNA302599,"Terrabacteria group","Firmicutes",GCA_002132715.1 ,2.90854,37.9,-,MTQW01,24,2949,2845,2017/05/11,2017/05/23,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/132/715/GCF_002132715.1_ASM213271v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/132/715/GCA_002132715.1_ASM213271v1
"Listeria monocytogenes","PNUSAL001831",20017,SAMN04263438 ,PRJNA302599,"Terrabacteria group","Firmicutes",GCA_002132735.1 ,2.90891,37.9,-,MTQX01,21,2942,2849,2017/05/11,2017/05/23,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/132/735/GCF_002132735.1_ASM213273v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/132/735/GCA_002132735.1_ASM213273v1
"Listeria monocytogenes","PNUSAL001827",20017,SAMN04287730 ,PRJNA302599,"Terrabacteria group","Firmicutes",GCA_002132765.1 ,2.90844,37.9,-,MTQZ01,24,2941,2847,2017/05/11,2017/05/23,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/132/765/GCF_002132765.1_ASM213276v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/132/765/GCA_002132765.1_ASM213276v1
"Listeria monocytogenes","PNUSAL001652",20017,SAMN04025317 ,PRJNA302599,"Terrabacteria group","Firmicutes",GCA_002132785.1 ,2.94973,37.9,-,MTQS01,24,3010,2915,2017/05/11,2017/05/23,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/132/785/GCF_002132785.1_ASM213278v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/132/785/GCA_002132785.1_ASM213278v1
"Listeria monocytogenes","FDA00008554",20017,SAMN03218402 ,PRJNA302599,"Terrabacteria group","Firmicutes",GCA_002132805.1 ,2.95235,37.8,-,MTJE01,17,3013,2917,2017/05/11,2017/05/23,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/132/805/GCF_002132805.1_ASM213280v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/132/805/GCA_002132805.1_ASM213280v1
"Listeria monocytogenes","FDA00008550",20017,SAMN03218398 ,PRJNA302599,"Terrabacteria group","Firmicutes",GCA_002132815.1 ,2.95096,37.8,-,MTJF01,16,3018,2911,2017/05/11,2017/05/23,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/132/815/GCF_002132815.1_ASM213281v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/132/815/GCA_002132815.1_ASM213281v1
"Listeria monocytogenes","FDA00008553",20017,SAMN03218401 ,PRJNA302599,"Terrabacteria group","Firmicutes",GCA_002132835.1 ,2.95091,37.8,-,MTJG01,17,3016,2916,2017/05/11,2017/05/23,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/132/835/GCF_002132835.1_ASM213283v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/132/835/GCA_002132835.1_ASM213283v1
"Listeria monocytogenes","FDA00008552",20017,SAMN03218400 ,PRJNA302599,"Terrabacteria group","Firmicutes",GCA_002132865.1 ,2.95051,37.8,-,MTJH01,16,3010,2914,2017/05/11,2017/05/23,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/132/865/GCF_002132865.1_ASM213286v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/132/865/GCA_002132865.1_ASM213286v1
"Listeria monocytogenes","PNUSAL001765",20017,SAMN04147145 ,PRJNA302599,"Terrabacteria group","Firmicutes",GCA_002132885.1 ,2.90819,37.9,-,MTQU01,22,2944,2847,2017/05/11,2017/05/23,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/132/885/GCF_002132885.1_ASM213288v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/132/885/GCA_002132885.1_ASM213288v1
"Listeria monocytogenes","FDA00008555",20017,SAMN03218403 ,PRJNA302599,"Terrabacteria group","Firmicutes",GCA_002132895.1 ,2.94981,37.8,-,MTJI01,17,3003,2914,2017/05/11,2017/05/23,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/132/895/GCF_002132895.1_ASM213289v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/132/895/GCA_002132895.1_ASM213289v1
"Listeria monocytogenes","CDPHFDLB-F15M03122-2",20017,SAMN04148337 ,PRJNA302599,"Terrabacteria group","Firmicutes",GCA_002132915.1 ,2.91094,37.9,-,MTQV01,33,2949,2840,2017/05/11,2017/05/23,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/132/915/GCF_002132915.1_ASM213291v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/132/915/GCA_002132915.1_ASM213291v1
"Listeria monocytogenes","CDPHFDLB-F14M01770.86-1",20017,SAMN03462190 ,PRJNA302599,"Terrabacteria group","Firmicutes",GCA_002132945.1 ,2.9111,37.9,-,MTRS01,22,2926,2851,2017/05/11,2017/05/23,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/132/945/GCF_002132945.1_ASM213294v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/132/945/GCA_002132945.1_ASM213294v1
"Listeria monocytogenes","PNUSAL001885",20017,SAMN04287743 ,PRJNA302599,"Terrabacteria group","Firmicutes",GCA_002132955.1 ,2.90605,37.9,-,MTRA01,27,2928,2842,2017/05/11,2017/05/23,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/132/955/GCF_002132955.1_ASM213295v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/132/955/GCA_002132955.1_ASM213295v1
"Listeria monocytogenes","FDA00008551",20017,SAMN03218399 ,PRJNA302599,"Terrabacteria group","Firmicutes",GCA_002132975.1 ,2.95042,37.8,-,MTJJ01,16,3015,2914,2017/05/11,2017/05/23,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/132/975/GCF_002132975.1_ASM213297v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/132/975/GCA_002132975.1_ASM213297v1
"Listeria monocytogenes","PNUSAL001833",20017,SAMN04263439 ,PRJNA302599,"Terrabacteria group","Firmicutes",GCA_002132985.1 ,2.90879,37.9,-,MTQY01,22,2945,2844,2017/05/11,2017/05/23,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/132/985/GCF_002132985.1_ASM213298v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/132/985/GCA_002132985.1_ASM213298v1
"Listeria monocytogenes","FDA00009738",20017,SAMN04362095 ,PRJNA302599,"Terrabacteria group","Firmicutes",GCA_002133025.1 ,2.95265,37.8,-,MTRB01,23,3017,2915,2017/05/11,2017/05/23,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/133/025/GCF_002133025.1_ASM213302v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/133/025/GCA_002133025.1_ASM213302v1
"Listeria monocytogenes","FDA00009739",20017,SAMN04362096 ,PRJNA302599,"Terrabacteria group","Firmicutes",GCA_002133045.1 ,2.95113,37.8,-,MTRC01,24,3019,2910,2017/05/11,2017/05/23,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/133/045/GCF_002133045.1_ASM213304v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/133/045/GCA_002133045.1_ASM213304v1
"Listeria monocytogenes","FDA00009740",20017,SAMN04362097 ,PRJNA302599,"Terrabacteria group","Firmicutes",GCA_002133055.1 ,2.95338,37.9,-,MTRD01,22,3012,2913,2017/05/11,2017/05/23,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/133/055/GCF_002133055.1_ASM213305v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/133/055/GCA_002133055.1_ASM213305v1
"Listeria monocytogenes","FDA00009741",20017,SAMN04362098 ,PRJNA302599,"Terrabacteria group","Firmicutes",GCA_002133065.1 ,2.95084,37.8,-,MTRE01,21,3012,2915,2017/05/11,2017/05/23,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/133/065/GCF_002133065.1_ASM213306v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/133/065/GCA_002133065.1_ASM213306v1
